WKT,Edge ID,From Node,To Node ID,Two Way,Speed (m/s,Vertex Cou
"LINESTRING (1684847.437413255916908 247196.083094066911144,1684242.57142317132093 247428.276931240805425)",884147801448,884147801377,884147801378,1,5.833333333000000,2
"LINESTRING (1687704.463825032347813 246178.091172958404059,1687582.74871132732369 246292.626877205155324,1687512.350484904134646 246352.498656527110143)",884147800421,884147800476,884147800485,1,22.222222219999999,3
"LINESTRING (1684242.57142317132093 247428.276931240805425,1683596.223332683090121 247669.011113152024336)",884147801449,884147801378,884147800571,1,5.833333333000000,2
"LINESTRING (1689732.277255205670372 243751.333925797400298,1689741.388565388508141 244025.16865298623452)",884147803248,884147802889,884147802563,1,5.833333333000000,2
"LINESTRING (1687512.350484904134646 246352.498656527110143,1687483.034158346708864 246378.423558227339527,1687392.990292446222156 246449.383491155283991,1687305.41266327444464 246509.539486095512984)",884147800422,884147800485,884147800486,1,22.222222219999999,4
"LINESTRING (1683572.597064292058349 246531.387814313406125,1684200.348678196547553 246520.915255644649733)",884147801450,884147800574,884147801379,1,11.111111110000000,2
"LINESTRING (1687305.41266327444464 246509.539486095512984,1687207.972195686772466 246572.79425139882369,1687105.197608024813235 246633.202060267125489)",884147800423,884147800486,884147800487,1,22.222222219999999,3
"LINESTRING (1687105.197608024813235 246633.202060267125489,1686990.464886581059545 246689.893904330296209,1686899.939332005567849 246731.508694146381458)",884147800424,884147800487,884147800488,1,22.222222219999999,3
"LINESTRING (1683572.597064292058349 246531.387814313406125,1682909.938499509589747 246549.314908312779153)",884147801452,884147800574,884147801381,1,11.111111110000000,2
"LINESTRING (1686899.939332005567849 246731.508694146381458,1686751.025058276252821 246799.530533070879756)",884147800425,884147800488,884147800452,1,22.222222219999999,2
